id,name,created_at,launched_at,deadline,backers_count,currency,pledged, goal_USD ,country,source_url,,,
1788831436,Metal Gods of Ur-Hadad Zine Returns!,8/27/2019,9/24/2019,10/22/2019,1334,usd,54200," $12,000.00 ",   United States,https://www.kickstarter.com/discover/categories/games/tabletop%20games,,,
433917839,Dark Streets & Darker Secrets,3/4/2019,3/12/2019,3/28/2019,212,usd,17396," $10,000.00 ",   United States,https://www.kickstarter.com/discover/categories/games/tabletop%20games,,,
456024909,Mission Adventure,3/9/2019,5/1/2019,5/21/2019,1056,eur,78175.5," $10,000.00 ",   France,https://www.kickstarter.com/discover/categories/games/tabletop%20games,,,
570716639,Night Parade of 100 Demons: the Board Game (English),3/22/2019,4/15/2019,5/15/2019,18,usd,1154," $10,000.00 ",   United States,https://www.kickstarter.com/discover/categories/games/playing%20cards,,,
614983062,The Umerican Road Atlas and Umerica Unnatural,3/30/2019,4/5/2019,5/7/2019,341,usd,13032," $10,000.00 ",   United States,https://www.kickstarter.com/discover/categories/games/tabletop%20games,,,
722089197,Monster Cards: DnD 5e Reference Cards,4/11/2019,4/17/2019,5/17/2019,319,usd,27666," $10,000.00 ",   United States,https://www.kickstarter.com/discover/categories/games/tabletop%20games,,,
1191044112,Mosaic the board game.,5/26/2019,6/13/2019,8/12/2019,16,usd,1612," $10,000.00 ",   United States,https://www.kickstarter.com/discover/categories/games/playing%20cards,,,
1702433350,Axis Playing Cards,8/20/2019,10/8/2019,11/8/2019,419,aud,24266.32," $10,000.00 ",   Australia,https://www.kickstarter.com/discover/categories/games/tabletop%20games,,,
1859070850,Savage Realms - Escape from Darkmoor Keep,9/10/2019,9/12/2019,10/13/2019,547,cad,21604.29," $10,000.00 ",   Canada,https://www.kickstarter.com/discover/categories/games/tabletop%20games,,,
1929508597,Fearsome Critters,9/20/2019,9/22/2019,10/13/2019,1756,eur,123665," $10,000.00 ",   Germany,https://www.kickstarter.com/discover/categories/games/tabletop%20games,,,
2061303985,Drunko Card - Game Nights Now Officially Forgettable,10/16/2019,11/14/2019,12/14/2019,3,usd,46," $10,000.00 ",   United States,https://www.kickstarter.com/discover/categories/games/playing%20cards,,,
189035699,Mutants et Zombie,1/26/2019,2/6/2019,3/8/2019,16,sgd,904," $9,000.00 ",   Singapore,https://www.kickstarter.com/discover/categories/games/playing%20cards,,,
1384863013,Insecta; a transformations deck of intricate insects,7/4/2019,10/29/2019,11/22/2019,42,cad,1784.29," $9,000.00 ",   Canada,https://www.kickstarter.com/discover/categories/games/tabletop%20games,,,
375484295,Way of the samurai,2/19/2019,3/12/2019,4/11/2019,479,gbp,16854," $8,500.00 ",   United Kingdom,https://www.kickstarter.com/discover/categories/games/playing%20cards,,,
1851778839,BULLSHIP! - Never Trust A Pirate!,9/10/2019,11/7/2019,12/12/2019,213,eur,4643," $8,400.00 ",   France,https://www.kickstarter.com/discover/categories/games/tabletop%20games,,,
1292186083,Iwari,6/22/2019,7/9/2019,8/8/2019,252,usd,13564.5," $8,000.00 ",   Ukraine,https://www.kickstarter.com/discover/categories/games/playing%20cards,,,
1926175052,Troll's Teeth: A Tabletop RPG Game of Chance™,9/15/2019,11/13/2019,12/11/2019,33,aud,1592.32," $8,000.00 ",   Australia,https://www.kickstarter.com/discover/categories/games/tabletop%20games,,,
693521123,Aeon's End: The New Age,4/9/2019,4/23/2019,5/23/2019,71,usd,1633," $7,500.00 ",   United States,https://www.kickstarter.com/discover/categories/games/playing%20cards,,,
1361589531,Space Raiders - The Space Goblins!,7/4/2019,10/18/2019,11/17/2019,15,usd,915," $7,500.00 ",   United States,https://www.kickstarter.com/discover/categories/games/tabletop%20games,,,
2063533927,Highlords Firstborn Playing Cards - Volume 1 Fantasy Series,10/22/2019,11/13/2019,12/16/2019,2,usd,155," $7,200.00 ",   Czech Republic,https://www.kickstarter.com/discover/categories/games/tabletop%20games,,,
257726009,Dice Palace: Display & Storage Case for Dice & Miniatures,2/2/2019,2/23/2019,3/25/2019,207,eur,7339," $7,000.00 ",   France,https://www.kickstarter.com/discover/categories/games/playing%20cards,,,
378511446,Sensory White Playing Cards By Lunzi,2/24/2019,3/1/2019,4/30/2019,4,eur,4," $7,000.00 ",   France,https://www.kickstarter.com/discover/categories/games/mobile%20games,,,
1588933145,WarCHESS,8/9/2019,8/15/2019,9/14/2019,944,usd,120066," $7,000.00 ",   United States,https://www.kickstarter.com/discover/categories/games/playing%20cards,,,
302537271,Sloosh Cards,2/8/2019,2/10/2019,3/12/2019,310,sgd,20861," $6,800.00 ",   Singapore,https://www.kickstarter.com/discover/categories/games/playing%20cards,,,
1699038054,maximum mayhem dungeons #7: dread swamp of the banshee,8/20/2019,10/29/2019,11/29/2019,57,eur,1597," $6,400.00 ",   Estonia,https://www.kickstarter.com/discover/categories/games/playing%20cards,,,
1835829695,"Storosso, new beach, backyard, tailgate game (Canceled)",9/10/2019,10/2/2019,11/1/2019,30,gbp,2047," $6,000.00 ",   United Kingdom,https://www.kickstarter.com/discover/categories/games/playing%20cards,,,
1950581568,53 Films,9/23/2019,10/8/2019,11/7/2019,112,usd,6029," $5,600.00 ",   United States,https://www.kickstarter.com/discover/categories/games/playing%20cards,,,
434016760,Sovereign Skies,3/6/2019,3/21/2019,4/20/2019,80,usd,5815," $5,550.00 ",   United States,https://www.kickstarter.com/discover/categories/games/playing%20cards,,,
1630292080,Matter Playing Cards,8/11/2019,10/15/2019,11/15/2019,105,usd,6553," $5,500.00 ",   United States,https://www.kickstarter.com/discover/categories/games/tabletop%20games,,,
61166675,the oracle of heaven and hell,1/2/2019,2/7/2019,2/27/2019,243,usd,7402," $5,000.00 ",   United States,https://www.kickstarter.com/discover/categories/games/tabletop%20games,,,
599991695,FIRST US FANTASY SPORTS SITE FOR WOMEN'S LEAGUES: SHE PLAYS,3/27/2019,4/1/2019,4/15/2019,228,usd,16047," $5,000.00 ",   United States,https://www.kickstarter.com/discover/categories/games/tabletop%20games,,,
697419301,The Bridge of the Damned,4/9/2019,4/19/2019,5/20/2019,22,usd,1364," $5,000.00 ",   United States,https://www.kickstarter.com/discover/categories/games/puzzles,,,
921603041,Critical Dice,4/25/2019,5/14/2019,6/7/2019,2848,usd,136726," $5,000.00 ",   United States,https://www.kickstarter.com/discover/categories/games/tabletop%20games,,,
1286829186,DADO,6/20/2019,7/15/2019,8/8/2019,139,usd,8522," $5,000.00 ",   United States,https://www.kickstarter.com/discover/categories/games/tabletop%20games,,,
1342385545,The Spy Game: 5th Edition Action/Espionage Roleplaying Game,7/3/2019,9/1/2019,9/29/2019,812,usd,45701.01," $5,000.00 ",   United States,https://www.kickstarter.com/discover/categories/games/tabletop%20games,,,
1388623378,MINE CITY,7/5/2019,9/26/2019,10/26/2019,314,usd,58293," $5,000.00 ",   United States,https://www.kickstarter.com/discover/categories/games/tabletop%20games,,,
1738093236,6th Sense Connection Oracle Cards,8/24/2019,10/3/2019,11/2/2019,30,usd,5214," $5,000.00 ",   United States,https://www.kickstarter.com/discover/categories/games/tabletop%20games,,,
1793298287,Flight Club: Performance Artwork and Live Street Game,8/30/2019,10/1/2019,10/31/2019,2942,eur,139131," $5,000.00 ",   Spain,https://www.kickstarter.com/discover/categories/games/tabletop%20games,,,
1821926377,The Hedgehog Hop,9/8/2019,10/10/2019,11/9/2019,275,usd,10986," $5,000.00 ",   United States,https://www.kickstarter.com/discover/categories/games/playing%20cards,,,
1884678356,King H??ng Era,9/13/2019,9/24/2019,10/15/2019,676,eur,9244.75," $5,000.00 ",   Italy,https://www.kickstarter.com/discover/categories/games/tabletop%20games,,,
757326786,Dice & Ink: A Roll & Write Anthology,4/15/2019,5/18/2019,6/7/2019,193,usd,10558," $4,500.00 ",   United States,https://www.kickstarter.com/discover/categories/games/playing%20cards,,,
446366581,DOUBLEHEAD KIDS,3/9/2019,4/1/2019,4/30/2019,1430,usd,40642," $4,200.00 ",   United States,https://www.kickstarter.com/discover/categories/games/tabletop%20games,,,
1713322204,Terraforming Mars: Turmoil,8/21/2019,8/23/2019,10/20/2019,1,cad,1.29," $4,000.00 ",   Canada,https://www.kickstarter.com/discover/categories/games/mobile%20games,,,
1997832529,Wooden Exquisite Collection Playing Cards Display,10/1/2019,10/28/2019,11/3/2019,559,gbp,36602," $4,000.00 ",   United Kingdom,https://www.kickstarter.com/discover/categories/games/tabletop%20games,,,
182072441,The EMPATH TAROT: for Inner Healing,1/26/2019,2/1/2019,2/16/2019,1,usd,1," $3,500.00 ",   United States,https://www.kickstarter.com/discover/categories/games/live%20games,,,
194146399,Azote playing cards | First edition,1/28/2019,3/5/2019,4/4/2019,258,usd,6818," $3,500.00 ",   United States,https://www.kickstarter.com/discover/categories/games/tabletop%20games,,,
1812075920,The Mescalaro Prophecy: Dungeons and Dragons Adventure (5E),9/3/2019,9/17/2019,9/27/2019,125,usd,6469," $3,500.00 ",   United States,https://www.kickstarter.com/discover/categories/games/tabletop%20games,,,
30059044,Zombicide: 2nd Edition,7/30/2019,9/13/2019,10/8/2019,45,cad,4408.29," $3,300.00 ",   Canada,https://www.kickstarter.com/discover/categories/games/tabletop%20games,,,
310730322,Dice Friend - Innovative Dice Tray & Dice Bag - 2 in 1,2/11/2019,5/8/2019,5/31/2019,291,usd,6234," $3,200.00 ",   United States,https://www.kickstarter.com/discover/categories/games/tabletop%20games,,,
272156229,DoubleSix Dice: Generation Two,2/4/2019,7/9/2019,7/25/2019,165,usd,5513," $3,000.00 ",   United States,https://www.kickstarter.com/discover/categories/games/tabletop%20games,,,
603218921,"Football Fantasy, a first-and-dungeon zine.",3/29/2019,5/20/2019,6/19/2019,157,gbp,4313," $3,000.00 ",   United Kingdom,https://www.kickstarter.com/discover/categories/games/playing%20cards,,,
1050302600,Team Stack Cup - The Game,5/13/2019,5/20/2019,6/19/2019,10,gbp,401," $3,000.00 ",   United Kingdom,https://www.kickstarter.com/discover/categories/games/mobile%20games,,,
1475393080,G.O.H.K (Game of Hong Kong),7/21/2019,7/31/2019,8/21/2019,183,hkd,24176," $3,000.00 ",   Hong Kong,https://www.kickstarter.com/discover/categories/games/tabletop%20games,,,
1801538018,Night Life Tabletop Game,9/1/2019,9/6/2019,10/1/2019,50,aud,3659.32," $3,000.00 ",   Australia,https://www.kickstarter.com/discover/categories/games/tabletop%20games,,,
2001427184,The 1 Dollar Campaign: Break Kickstarter,10/3/2019,10/11/2019,11/10/2019,90,eur,4212," $3,000.00 ",   Italy,https://www.kickstarter.com/discover/categories/games/tabletop%20games,,,
2017245526,Emberlord,10/4/2019,10/7/2019,11/6/2019,133,usd,3850," $3,000.00 ",   United States,https://www.kickstarter.com/discover/categories/games/tabletop%20games,,,
49752892,Longest Number Ever Written,1/6/2019,6/6/2019,7/6/2019,250,usd,6341," $2,500.00 ",   United States,https://www.kickstarter.com/discover/categories/games/playing%20cards,,,
283822315,Super Dude Jump,2/6/2019,2/11/2019,3/5/2019,374,usd,24135," $2,500.00 ",   United States,https://www.kickstarter.com/discover/categories/games/tabletop%20games,,,
526646207,Vengeance : Director's Cut,3/19/2019,3/28/2019,5/16/2019,56,usd,4046.69," $2,500.00 ",   United States,https://www.kickstarter.com/discover/categories/games/tabletop%20games,,,
1719736684,Vampire Cards: Specialized playing cards!,8/23/2019,8/26/2019,9/25/2019,7,gbp,82," $2,500.00 ",   United Kingdom,https://www.kickstarter.com/discover/categories/games/playing%20cards,,,
96526024,My Pad,1/9/2019,2/26/2019,3/25/2019,143,usd,4868.25," $2,200.00 ",   United States,https://www.kickstarter.com/discover/categories/games/tabletop%20games,,,
20761861,Our House: The Lore Driven Card Game,2/8/2019,2/8/2019,3/10/2019,170,gbp,6324," $2,000.00 ",   United Kingdom,https://www.kickstarter.com/discover/categories/games/tabletop%20games,,,
887539225,Equality // Integrity \\\\ Justice Playing Cards,4/21/2019,5/1/2019,5/31/2019,36,usd,3511," $2,000.00 ",   United States,https://www.kickstarter.com/discover/categories/games/puzzles,,,
1204514267,Attribute Dice,6/5/2019,6/10/2019,6/24/2019,144,eur,6087," $2,000.00 ",   Spain,https://www.kickstarter.com/discover/categories/games/tabletop%20games,,,
1471383303,Heritage Luxury playing cards │ printed by Cartamundi,7/17/2019,8/6/2019,8/27/2019,482,gbp,11063," $2,000.00 ",   Poland,https://www.kickstarter.com/discover/categories/games/tabletop%20games,,,
1884324378,Handsome - An elegant wordgame by TC Petty III,9/12/2019,10/5/2019,11/4/2019,125,gbp,3886," $2,000.00 ",   United Kingdom,https://www.kickstarter.com/discover/categories/games/playing%20cards,,,
63381877,Dwarf board game,1/4/2019,2/1/2019,3/1/2019,144,usd,1816," $1,800.00 ",   United States,https://www.kickstarter.com/discover/categories/games/tabletop%20games,,,
1951658552,Twist Gaming - Year 4,9/24/2019,9/27/2019,10/27/2019,14,usd,479," $1,600.00 ",   United States,https://www.kickstarter.com/discover/categories/games/playing%20cards,,,
255478760,Hit the Streets: Defend the Block tabletop RPG,1/31/2019,2/5/2019,3/14/2019,2,eur,2," $1,500.00 ",   Spain,https://www.kickstarter.com/discover/categories/games/live%20games,,,
379865899,Tremor,2/24/2019,3/4/2019,4/1/2019,44,usd,2060," $1,500.00 ",   United States,https://www.kickstarter.com/discover/categories/games/tabletop%20games,,,
799327001,28mm scale Orc Defence Turrets,4/19/2019,6/25/2019,7/15/2019,208,usd,4127," $1,500.00 ",   United States,https://www.kickstarter.com/discover/categories/games/tabletop%20games,,,
1010252246,Pixel Blocks by Little Problem Solvers,5/2/2019,11/5/2019,12/6/2019,23,usd,607," $1,500.00 ",   United States,https://www.kickstarter.com/discover/categories/games/tabletop%20games,,,
1571195851,AMAZONS!,8/5/2019,11/7/2019,11/22/2019,21,gbp,741," $1,500.00 ",   United Kingdom,https://www.kickstarter.com/discover/categories/games/tabletop%20games,,,
154179006,OVER THE HILLS 2ND EDITION - THE NAPOLEONIC WARGAMES RULES,1/13/2019,3/22/2019,4/21/2019,286,usd,5113," $1,250.00 ",   United States,https://www.kickstarter.com/discover/categories/games/tabletop%20games,,,
279753888,The World of the Lost Lands,2/4/2019,3/18/2019,4/3/2019,30,usd,1232," $1,000.00 ",   United States,https://www.kickstarter.com/discover/categories/games/tabletop%20games,,,
328751672,THE MANA POOL FOR MAGIC THE GATHERING,2/16/2019,2/25/2019,3/27/2019,519,usd,7169," $1,000.00 ",   United States,https://www.kickstarter.com/discover/categories/games/tabletop%20games,,,
414028537,Aether Studios - Swamp of Sorrows,2/27/2019,3/12/2019,3/20/2019,344,usd,6372," $1,000.00 ",   United States,https://www.kickstarter.com/discover/categories/games/tabletop%20games,,,
474040495,Breachstorm: Reloaded - 30mm Sci-fi Miniatures,3/15/2019,3/26/2019,4/6/2019,617,usd,9766," $1,000.00 ",   United States,https://www.kickstarter.com/discover/categories/games/tabletop%20games,,,
528402382,Reaping at River's End for 5e and S&W RPG!,3/21/2019,4/2/2019,5/2/2019,78,usd,2707," $1,000.00 ",   United States,https://www.kickstarter.com/discover/categories/games/playing%20cards,,,
575542112,GAYM,3/26/2019,3/28/2019,4/17/2019,96,usd,2731," $1,000.00 ",   United States,https://www.kickstarter.com/discover/categories/games/tabletop%20games,,,
935058626,Burrows & Badgers: Great & Small anthro minis by Oathsworn,4/26/2019,7/1/2019,7/31/2019,307,usd,5363," $1,000.00 ",   United States,https://www.kickstarter.com/discover/categories/games/tabletop%20games,,,
965417878,Lux Runa: Metal Playing Cards,4/29/2019,5/1/2019,5/31/2019,173,usd,1737," $1,000.00 ",   United States,https://www.kickstarter.com/discover/categories/games/tabletop%20games,,,
1131233975,perfectTrine - playing cards,5/16/2019,6/22/2019,7/22/2019,27,usd,1275," $1,000.00 ",   United States,https://www.kickstarter.com/discover/categories/games/tabletop%20games,,,
1191456933,US NATIONAL PARK PLAYING CARDS,5/29/2019,7/29/2019,9/12/2019,1,eur,1," $1,000.00 ",   Austria,https://www.kickstarter.com/discover/categories/games/puzzles,,,
1221572723,Murder Mystery Manor,6/15/2019,6/16/2019,7/16/2019,230,usd,8927," $1,000.00 ",   United States,https://www.kickstarter.com/discover/categories/games/tabletop%20games,,,
1325891740,Camp Pinetop,7/3/2019,8/16/2019,9/16/2019,620,gbp,24249," $1,000.00 ",   United Kingdom,https://www.kickstarter.com/discover/categories/games/tabletop%20games,,,
1389755413,Devil Dogs: Belleau Wood 1918,7/8/2019,9/17/2019,10/17/2019,30,usd,2123," $1,000.00 ",   United States,https://www.kickstarter.com/discover/categories/games/tabletop%20games,,,
1428354446,The Few and Cursed: Board Game,7/15/2019,7/22/2019,8/18/2019,160,eur,9831," $1,000.00 ",   Germany,https://www.kickstarter.com/discover/categories/games/tabletop%20games,,,
1430382857,CAPERS Covert RPG,7/15/2019,9/17/2019,10/11/2019,306,usd,5585," $1,000.00 ",   United States,https://www.kickstarter.com/discover/categories/games/tabletop%20games,,,
1439972235,SPARK: The Magic of Storytelling,7/17/2019,7/17/2019,8/6/2019,7,eur,1004," $1,000.00 ",   Germany,https://www.kickstarter.com/discover/categories/games/live%20games,,,
1511224826,SPACE BASE II -Futuristic / Apocalyptic Scenery STLs in 28mm,7/29/2019,9/1/2019,10/1/2019,105,usd,4527," $1,000.00 ",   United States,https://www.kickstarter.com/discover/categories/games/tabletop%20games,,,
1293602338,Steve Hampson's Tabletop Games Kickstarter Report 2019,6/23/2019,6/24/2019,7/14/2019,31,gbp,815, $800.00 ,   United States,https://www.kickstarter.com/discover/categories/games/live%20games,,,
1513076599,Dice Spell Tracker,7/30/2019,8/2/2019,9/1/2019,23,usd,821, $750.00 ,   United States,https://www.kickstarter.com/discover/categories/games/live%20games,,,
1482962260,Blume,7/24/2019,8/16/2019,9/3/2019,29,usd,2612, $650.00 ,   United States,https://www.kickstarter.com/discover/categories/games/tabletop%20games,,,
1748213057,BolaBots (Steam game),8/26/2019,9/7/2019,10/7/2019,153,usd,3070, $600.00 ,   United States,https://www.kickstarter.com/discover/categories/games/tabletop%20games,,,
343166008,RPG Pins show off your love of roleplaying games! Series 1.5,2/16/2019,2/18/2019,3/5/2019,268,usd,5469, $500.00 ,   United States,https://www.kickstarter.com/discover/categories/games/tabletop%20games,,,
376043872,FIEF: The Lords Miniatures! KS Exclusive!,2/19/2019,2/28/2019,3/15/2019,125,usd,1731, $500.00 ,   United States,https://www.kickstarter.com/discover/categories/games/tabletop%20games,,,
489200715,Sea Shanties: A Pirate-Centric Board Game,3/18/2019,3/19/2019,4/21/2019,272,eur,15456, $500.00 ,   Germany,https://www.kickstarter.com/discover/categories/games/tabletop%20games,,,
795830281,Japanese Mythology for Dungeons & Dragons 5e and Pathfinder,4/16/2019,4/17/2019,5/1/2019,36,usd,989, $500.00 ,   United States,https://www.kickstarter.com/discover/categories/games/tabletop%20games,,,
1336875210,Montana: Goldrush & Longhorns (Heritage Edition Expansions),7/3/2019,11/12/2019,12/10/2019,77,eur,1411, $500.00 ,   Germany,https://www.kickstarter.com/discover/categories/games/tabletop%20games,,,
1485641700,The Road to Hell - 3D Print-Ready Models,7/24/2019,7/30/2019,8/13/2019,102,usd,2145, $500.00 ,   United States,https://www.kickstarter.com/discover/categories/games/tabletop%20games,,,
1905254051,Matryoshka: A set-collection and trading game for 3-5p,9/14/2019,10/8/2019,11/17/2019,1,usd,1, $500.00 ,   United States,https://www.kickstarter.com/discover/categories/games/mobile%20games,,,
1925222935,Catch The Letch,9/14/2019,9/14/2019,9/29/2019,67,usd,1489, $500.00 ,   United States,https://www.kickstarter.com/discover/categories/games/tabletop%20games,,,
2033432418,Prowlers & Paragons Ultimate Edition,10/8/2019,11/7/2019,12/4/2019,135,usd,4951, $500.00 ,   United States,https://www.kickstarter.com/discover/categories/games/tabletop%20games,,,
490205120,A collection based game for people to show off,3/18/2019,3/19/2019,4/18/2019,725,usd,12400, $400.00 ,   United States,https://www.kickstarter.com/discover/categories/games/tabletop%20games,,,
1038316883,Quests and Chaos Merchandise Launch,5/3/2019,5/14/2019,6/13/2019,350,usd,24500, $400.00 ,   United States,https://www.kickstarter.com/discover/categories/games/tabletop%20games,,,
1070138616,"Dance of Death Playing Cards - LIMITED 1,2,3 deck of cards",5/16/2019,5/21/2019,6/20/2019,12,sgd,409, $300.00 ,   Singapore,https://www.kickstarter.com/discover/categories/games/playing%20cards,,,
165906545,Capone: The Business of Prohibition,1/22/2019,3/7/2019,4/6/2019,10,gbp,266, $250.00 ,   United Kingdom,https://www.kickstarter.com/discover/categories/games/tabletop%20games,,,
1302123934,Incoming Transmission: CoOp Deduction Boardgame (plus App!),6/25/2019,7/30/2019,8/27/2019,219,usd,1057, $250.00 ,   United States,https://www.kickstarter.com/discover/categories/games/tabletop%20games,,,
1635215446,Endeavor: Age of Expansion,8/14/2019,8/15/2019,8/30/2019,302,usd,14147, $250.00 ,   United States,https://www.kickstarter.com/discover/categories/games/tabletop%20games,,,
1681980700,The Which Way? Coding Board Game,8/15/2019,8/29/2019,10/1/2019,5,usd,14, $250.00 ,   United States,https://www.kickstarter.com/discover/categories/games/mobile%20games,,,
